	gene_id	gene_name	location	lncRNA ID	simplified_biotype	gene_class	w0 TPM	w1 TPM	w2 TPM	w3 TPM	w4 TPM	w5 TPM	tcons_id	xloc_id	mappable_genomes	annotated_genomes	expressed_genomes
40885	ENSG00000031823.10	RANBP3	chr19:5796402-5978360 (-)		protein_coding	protein coding mRNAs	3.875	2.14	3.035	2.34	2.615	3.15	TCONS_00297870	XLOC_031187	hg19,panTro4,ponAbe2,rheMac8	hg19,panTro4,ponAbe2,rheMac8	hg19
41302	ENSG00000033327.8	GAB2	chr11:77920397-78140889 (-)		protein_coding	protein coding mRNAs	0.91	1.04	2.175	1.7	1.56	1.365	TCONS_00112764	XLOC_011968	hg19,panTro4,ponAbe2,rheMac8	hg19,panTro4,ponAbe2,rheMac8	hg19
41401	ENSG00000033800.9	PIAS1	chr15:68346608-68491008 (+)		protein_coding	protein coding mRNAs	5.38	6.63	7.84	5.595	6.69	6.165	TCONS_00192308	XLOC_020981	hg19	hg19	hg19
41665	ENSG00000034677.7	RNF19A	chr8:101246712-101348927 (-)		protein_coding	protein coding mRNAs	1.43	2.155	2.99	3.1	3.1	2.53	TCONS_00576065	XLOC_063630	hg19,panTro4,ponAbe2,rheMac8	hg19,panTro4,ponAbe2,rheMac8	hg19
41666	ENSG00000034677.7	RNF19A	chr8:101246712-101348927 (-)		protein_coding	protein coding mRNAs	1.43	2.155	2.99	3.1	3.1	2.53	TCONS_00576066	XLOC_063630	hg19,panTro4,ponAbe2,rheMac8	hg19,panTro4,ponAbe2,rheMac8	hg19
41668	ENSG00000034677.7	RNF19A	chr8:101246712-101348927 (-)		protein_coding	protein coding mRNAs	1.43	2.155	2.99	3.1	3.1	2.53	TCONS_00576060	XLOC_063630	hg19,panTro4,ponAbe2,rheMac8	hg19,panTro4,ponAbe2,rheMac8	hg19
41669	ENSG00000034677.7	RNF19A	chr8:101246712-101348927 (-)		protein_coding	protein coding mRNAs	1.43	2.155	2.99	3.1	3.1	2.53	TCONS_00576061	XLOC_063630	hg19,panTro4,ponAbe2,rheMac8	hg19,panTro4,ponAbe2,rheMac8	hg19
41689	ENSG00000034677.7	RNF19A	chr8:101246712-101348927 (-)		protein_coding	protein coding mRNAs	1.43	2.155	2.99	3.1	3.1	2.53	TCONS_00576062	XLOC_063630	hg19,panTro4,ponAbe2,rheMac8	hg19,panTro4,ponAbe2,rheMac8	hg19
41746	ENSG00000035115.17	SH3YL1	chr2:216332-272077 (-)		protein_coding	protein coding mRNAs	1.14	1.385	1.58	1.305	1.49	1.14	TCONS_00337539	XLOC_035131	hg19,rheMac8	hg19,rheMac8	hg19
41747	ENSG00000035115.17	SH3YL1	chr2:216332-272077 (-)		protein_coding	protein coding mRNAs	1.14	1.385	1.58	1.305	1.49	1.14	TCONS_00337538	XLOC_035131	hg19,rheMac8	hg19,rheMac8	hg19
41902	ENSG00000035681.3	NSMAF	chr8:59476001-59572839 (-)		protein_coding	protein coding mRNAs	2.505	1.715	2.51	1.735	1.49	1.52	TCONS_00573165	XLOC_063256	hg19,panTro4,rheMac8	hg19,panTro4,rheMac8	hg19
42484	ENSG00000037757.9	MRI1	chr19:13875101-13892651 (+)		protein_coding	protein coding mRNAs	0.665	0.715	0.835	0.785	0.825	1.045	TCONS_00282825	XLOC_029951	hg19,panTro4,rheMac8	hg19,panTro4,rheMac8	hg19
42541	ENSG00000038210.9	PI4K2B	chr4:25160791-25291764 (+)		protein_coding	protein coding mRNAs	1.305	0.85	1.16	0.925	0.63	0.79	TCONS_00438333	XLOC_046428	hg19,panTro4,ponAbe2,rheMac8	hg19,panTro4,ponAbe2,rheMac8	hg19
42555	ENSG00000038210.9	PI4K2B	chr4:25160791-25291764 (+)		protein_coding	protein coding mRNAs	1.305	0.85	1.16	0.925	0.63	0.79	TCONS_00438329	XLOC_046428	hg19,panTro4,ponAbe2,rheMac8	hg19,panTro4,ponAbe2,rheMac8	hg19
42556	ENSG00000038210.9	PI4K2B	chr4:25160791-25291764 (+)		protein_coding	protein coding mRNAs	1.305	0.85	1.16	0.925	0.63	0.79	TCONS_00438326	XLOC_046428	hg19	hg19	hg19
42557	ENSG00000038210.9	PI4K2B	chr4:25160791-25291764 (+)		protein_coding	protein coding mRNAs	1.305	0.85	1.16	0.925	0.63	0.79	TCONS_00438327	XLOC_046428	hg19	hg19	hg19
42577	ENSG00000038219.8	BOD1L1	chr4:13565928-13629425 (-)		protein_coding	protein coding mRNAs	2.29	1.255	1.83	1.875	2.25	1.88	TCONS_00451408	XLOC_048133	hg19,rheMac8	hg19,rheMac8	hg19
42578	ENSG00000038219.8	BOD1L1	chr4:13565928-13629425 (-)		protein_coding	protein coding mRNAs	2.29	1.255	1.83	1.875	2.25	1.88	TCONS_00451409	XLOC_048133	hg19,rheMac8	hg19,rheMac8	hg19
42743	ENSG00000038382.13	TRIO	chr5:14143337-14532235 (+)		protein_coding	protein coding mRNAs	7.445	9.09	11.785	10.65	12.71	14.595	TCONS_00463720	XLOC_049717	hg19,panTro4,rheMac8	hg19,panTro4,rheMac8	hg19
42788	ENSG00000038382.13	TRIO	chr5:14143337-14532235 (+)		protein_coding	protein coding mRNAs	7.445	9.09	11.785	10.65	12.71	14.595	TCONS_00463707	XLOC_049717	hg19,panTro4,ponAbe2,rheMac8	hg19,panTro4,ponAbe2,rheMac8	hg19
43273	ENSG00000040275.12	SPDL1	chr5:169010664-169032128 (+)		protein_coding	protein coding mRNAs	2.625	2.215	2.155	2.09	1.97	1.565	TCONS_00476432	XLOC_051380	hg19,ponAbe2,rheMac8	hg19,ponAbe2,rheMac8	hg19
43333	ENSG00000040341.13	STAU2	chr8:74328190-74659721 (-)		protein_coding	protein coding mRNAs	5.22	3.12	4.46	4.67	5.49	3.92	TCONS_00574130	XLOC_063405	hg19,panTro4,ponAbe2,rheMac8	hg19,panTro4,ponAbe2,rheMac8	hg19
43550	ENSG00000041515.11	MYO16	chr13:109147593-109862847 (+)		protein_coding	protein coding mRNAs	0.04	0.71	1.705	1.425	0.955	0.68	TCONS_00158060	XLOC_016989	hg19,panTro4,ponAbe2,rheMac8	hg19,panTro4,ponAbe2,rheMac8	hg19
43579	ENSG00000041515.11	MYO16	chr13:109147593-109862847 (+)		protein_coding	protein coding mRNAs	0.04	0.71	1.705	1.425	0.955	0.68	TCONS_00158079	XLOC_016989	hg19	hg19	hg19
43597	ENSG00000041515.11	MYO16	chr13:109147593-109862847 (+)		protein_coding	protein coding mRNAs	0.04	0.71	1.705	1.425	0.955	0.68	TCONS_00158057	XLOC_016989	hg19,panTro4,ponAbe2,rheMac8	hg19,panTro4,ponAbe2,rheMac8	hg19
43761	ENSG00000042088.9	TDP1	chr14:90421286-90515849 (+)		protein_coding	protein coding mRNAs	3.775	3.335	3.12	2.785	2.435	2.155	TCONS_00173553	XLOC_018893	hg19,panTro4,ponAbe2,rheMac8	hg19,panTro4,ponAbe2,rheMac8	hg19
43795	ENSG00000042088.9	TDP1	chr14:90421286-90515849 (+)		protein_coding	protein coding mRNAs	3.775	3.335	3.12	2.785	2.435	2.155	TCONS_00173542	XLOC_018893	hg19,panTro4,ponAbe2,rheMac8	hg19,panTro4,ponAbe2,rheMac8	hg19
43796	ENSG00000042088.9	TDP1	chr14:90421286-90515849 (+)		protein_coding	protein coding mRNAs	3.775	3.335	3.12	2.785	2.435	2.155	TCONS_00173543	XLOC_018893	hg19,panTro4,ponAbe2,rheMac8	hg19,panTro4,ponAbe2,rheMac8	hg19
44380	ENSG00000044115.16	CTNNA1	chr5:137946670-138299983 (.)		protein_coding	protein coding mRNAs	12.285	9.415	15.475	9.64	10.13	6.615	TCONS_00472925	XLOC_050913	hg19,panTro4,ponAbe2,rheMac8	hg19,panTro4,ponAbe2,rheMac8	hg19
44438	ENSG00000044115.16	CTNNA1	chr5:137946670-138299983 (.)		protein_coding	protein coding mRNAs	12.285	9.415	15.475	9.64	10.13	6.615	TCONS_00472926	XLOC_050913	hg19,panTro4,ponAbe2,rheMac8	hg19,panTro4,ponAbe2,rheMac8	hg19
44763	ENSG00000047188.11	YTHDC2	chr5:112849299-112941921 (+)		protein_coding	protein coding mRNAs	2.495	2.54	3.665	3.505	3.405	2.91	TCONS_00470664	XLOC_050589	hg19,panTro4,ponAbe2,rheMac8	hg19,panTro4,ponAbe2,rheMac8	hg19
45226	ENSG00000047644.13	WWC3	chrX:9966691-10115566 (+)		protein_coding	protein coding mRNAs	2.025	1.125	1.37	1.18	1.285	1.235	TCONS_00606119	XLOC_067197	hg19	hg19	hg19
45236	ENSG00000047644.13	WWC3	chrX:9966691-10115566 (+)		protein_coding	protein coding mRNAs	2.025	1.125	1.37	1.18	1.285	1.235	TCONS_00606139	XLOC_067199	hg19,panTro4,ponAbe2,rheMac8	hg19,panTro4,ponAbe2,rheMac8	hg19
45278	ENSG00000047849.17	MAP4	chr3:47886984-48130774 (-)		protein_coding	protein coding mRNAs	4.025	3.525	4.805	5.065	6.755	5.13	TCONS_00421168	XLOC_044656	hg19,panTro4,ponAbe2	hg19,panTro4,ponAbe2	hg19
45457	ENSG00000048052.17	HDAC9	chr7:18125933-19044424 (+)		protein_coding	protein coding mRNAs	1.55	5.01	6.4	5.53	3.93	6.01	TCONS_00527731	XLOC_057689	hg19	hg19	hg19
45470	ENSG00000048052.17	HDAC9	chr7:18125933-19044424 (+)		protein_coding	protein coding mRNAs	1.55	5.01	6.4	5.53	3.93	6.01	TCONS_00527797	XLOC_057690	hg19	hg19	hg19
46031	ENSG00000049192.10	ADAMTS6	chr5:64443809-64778527 (-)		protein_coding	protein coding mRNAs	0.255	1.21	2.135	1.69	1.235	1.045	TCONS_00482584	XLOC_052120	hg19,panTro4,ponAbe2,rheMac8	hg19,panTro4,ponAbe2,rheMac8	hg19
46045	ENSG00000049192.10	ADAMTS6	chr5:64443809-64778527 (-)		protein_coding	protein coding mRNAs	0.255	1.21	2.135	1.69	1.235	1.045	TCONS_00482597	XLOC_052120	hg19	hg19	hg19
46250	ENSG00000049449.4	RCN1	chr11:31833892-32131366 (+)		protein_coding	protein coding mRNAs	15.815	12.09	10.595	8.785	6.945	8.35	TCONS_00087812	XLOC_009699	hg19,panTro4,ponAbe2,rheMac8	hg19,panTro4,ponAbe2,rheMac8	hg19
46251	ENSG00000049449.4	RCN1	chr11:31833892-32131366 (+)		protein_coding	protein coding mRNAs	15.815	12.09	10.595	8.785	6.945	8.35	TCONS_00087813	XLOC_009699	hg19,panTro4,ponAbe2,rheMac8	hg19,panTro4,ponAbe2,rheMac8	hg19
46461	ENSG00000049618.17	ARID1B	chr6:157097162-157541681 (+)		protein_coding	protein coding mRNAs	5.555	3.995	5.975	4.855	4.85	4.605	TCONS_00508029	XLOC_055437	hg19	hg19	hg19
46554	ENSG00000049759.12	NEDD4L	chr18:55711006-56088787 (+)		protein_coding	protein coding mRNAs	4.445	2.74	3.595	4.755	6.5	9.33	TCONS_00270881	XLOC_028618	hg19,panTro4,ponAbe2,rheMac8	hg19,panTro4,ponAbe2,rheMac8	hg19
46725	ENSG00000050130.13	JKAMP	chr14:59947395-59975216 (+)		protein_coding	protein coding mRNAs	4.59	3.88	4.3	4.59	3.67	2.3	TCONS_00169831	XLOC_018562	hg19,panTro4,ponAbe2,rheMac8	hg19,panTro4,ponAbe2,rheMac8	hg19
46751	ENSG00000050165.13	DKK3	chr11:11976580-12031292 (-)		protein_coding	protein coding mRNAs	0.545	0.58	1.87	1.77	2.855	2.445	TCONS_00103869	XLOC_011172	hg19,panTro4,ponAbe2,rheMac8	hg19,panTro4,ponAbe2,rheMac8	hg19
46941	ENSG00000050438.12	SLC4A8	chr12:51784857-51914551 (+)		protein_coding	protein coding mRNAs	1.095	1.575	2.675	2.355	3.53	2.535	TCONS_00124944	XLOC_013380	hg19,panTro4,ponAbe2,rheMac8	hg19,panTro4,ponAbe2,rheMac8	hg19
47302	ENSG00000051596.5	THOC3	chr5:175326186-175461613 (-)		protein_coding	protein coding mRNAs	5.44	3.715	3.255	2.68	2.35	2.48	TCONS_00491154	XLOC_053300	hg19	hg19	hg19
47303	ENSG00000051596.5	THOC3	chr5:175326186-175461613 (-)		protein_coding	protein coding mRNAs	5.44	3.715	3.255	2.68	2.35	2.48	TCONS_00491155	XLOC_053300	hg19	hg19	hg19
47304	ENSG00000051596.5	THOC3	chr5:175326186-175461613 (-)		protein_coding	protein coding mRNAs	5.44	3.715	3.255	2.68	2.35	2.48	TCONS_00491156	XLOC_053300	hg19	hg19	hg19
47311	ENSG00000051596.5	THOC3	chr5:175326186-175461613 (-)		protein_coding	protein coding mRNAs	5.44	3.715	3.255	2.68	2.35	2.48	TCONS_00491158	XLOC_053300	hg19	hg19	hg19
47623	ENSG00000053254.11	FOXN3	chr14:89530555-90424250 (-)		protein_coding	protein coding mRNAs	4.19	1.87	3.44	2.915	2.865	3.61	TCONS_00184195	XLOC_020053	hg19	hg19	hg19
47647	ENSG00000053254.11	FOXN3	chr14:89530555-90424250 (-)		protein_coding	protein coding mRNAs	4.19	1.87	3.44	2.915	2.865	3.61	TCONS_00184174	XLOC_020047	hg19,panTro4,ponAbe2,rheMac8	hg19,panTro4,ponAbe2,rheMac8	hg19
47682	ENSG00000053254.11	FOXN3	chr14:89530555-90424250 (-)		protein_coding	protein coding mRNAs	4.19	1.87	3.44	2.915	2.865	3.61	TCONS_00184131	XLOC_020047	hg19,panTro4,ponAbe2,rheMac8	hg19,panTro4,ponAbe2,rheMac8	hg19
47906	ENSG00000053900.6	ANAPC4	chr4:25378664-25428903 (+)		protein_coding	protein coding mRNAs	2.34	2.72	2.66	2.455	1.95	1.665	TCONS_00438425	XLOC_046431	hg19,panTro4,ponAbe2,rheMac8	hg19,panTro4,ponAbe2,rheMac8	hg19
48128	ENSG00000054282.11	SDCCAG8	chr1:243418205-243671955 (+)		protein_coding	protein coding mRNAs	1.015	1.755	2.695	2.4	2.725	2.1	TCONS_00029654	XLOC_003099	hg19,panTro4,ponAbe2,rheMac8	hg19,panTro4,ponAbe2,rheMac8	hg19
48426	ENSG00000054654.11	SYNE2	chr14:64319345-64707281 (+)		protein_coding	protein coding mRNAs	9.635	15.085	17.005	14.555	11.62	14.165	TCONS_00170366	XLOC_018614	hg19,panTro4,ponAbe2	hg19,panTro4,ponAbe2	hg19
48553	ENSG00000054690.9	PLEKHH1	chr14:67998820-68061438 (+)		protein_coding	protein coding mRNAs	0.55	1.075	1.325	0.72	0.565	0.775	TCONS_00170948	XLOC_018667	hg19,panTro4,ponAbe2,rheMac8	hg19,panTro4,ponAbe2,rheMac8	hg19
48872	ENSG00000055163.14	CYFIP2	chr5:156691008-156823208 (+)		protein_coding	protein coding mRNAs	2.225	1.83	2.9	3.3	5.715	6.81	TCONS_00475621	XLOC_051204	hg19,panTro4,ponAbe2,rheMac8	hg19,panTro4,ponAbe2,rheMac8	hg19
48889	ENSG00000055163.14	CYFIP2	chr5:156691008-156823208 (+)		protein_coding	protein coding mRNAs	2.225	1.83	2.9	3.3	5.715	6.81	TCONS_00475622	XLOC_051204	hg19,panTro4,ponAbe2,rheMac8	hg19,panTro4,ponAbe2,rheMac8	hg19
49020	ENSG00000055483.15	USP36	chr17:76778589-76837521 (-)		protein_coding	protein coding mRNAs	2.095	1.365	1.49	1.21	1.27	1.255	TCONS_00265092	XLOC_027993	hg19,panTro4,ponAbe2,rheMac8	hg19,panTro4,ponAbe2,rheMac8	hg19
49105	ENSG00000055609.13	KMT2C	chr7:151809468-152133748 (-)		protein_coding	protein coding mRNAs	5.54	8.02	10.715	11.91	11.29	10.64	TCONS_00555824	XLOC_060932	hg19,panTro4,rheMac8	hg19,panTro4,rheMac8	hg19
49106	ENSG00000055609.13	KMT2C	chr7:151809468-152133748 (-)		protein_coding	protein coding mRNAs	5.54	8.02	10.715	11.91	11.29	10.64	TCONS_00555786	XLOC_060932	hg19,panTro4,rheMac8	hg19,panTro4,rheMac8	hg19
49446	ENSG00000056487.11	PHF21B	chr22:45250419-45405886 (-)		protein_coding	protein coding mRNAs	0.725	0.905	1.36	1.625	2.155	1.955	TCONS_00396270	XLOC_041913	hg19	hg19	hg19
49629	ENSG00000057019.11	DCBLD2	chr3:98511859-98620674 (-)		protein_coding	protein coding mRNAs	4.92	4.485	6.77	4.915	3.71	4.065	TCONS_00425614	XLOC_045033	hg19,panTro4,ponAbe2,rheMac8	hg19,panTro4,ponAbe2,rheMac8	hg19
49820	ENSG00000058063.11	ATP11B	chr3:182510783-182653868 (+)		protein_coding	protein coding mRNAs	2.5	2.865	4.39	4.075	3.89	2.54	TCONS_00414493	XLOC_043919	hg19	hg19	hg19
50198	ENSG00000058673.11	ZC3H11A	chr1:203763401-203828046 (+)		protein_coding	protein coding mRNAs	5.745	6.32	8.3	6.675	6.7	5.38	TCONS_00024905	XLOC_002540	hg19	hg19	hg19
50246	ENSG00000058729.6	RIOK2	chr5:96493770-96524682 (-)		protein_coding	protein coding mRNAs	1.975	1.49	1.69	1.39	1.44	1.265	TCONS_00485012	XLOC_052490	hg19,panTro4,rheMac8	hg19,panTro4,rheMac8	hg19
50325	ENSG00000059122.12	FLYWCH1	chr16:2961832-3001340 (+)		protein_coding	protein coding mRNAs	0.57	0.63	0.765	0.775	0.88	1.435	TCONS_00209639	XLOC_022605	hg19,panTro4	hg19,panTro4	hg19
50334	ENSG00000059122.12	FLYWCH1	chr16:2961832-3001340 (+)		protein_coding	protein coding mRNAs	0.57	0.63	0.765	0.775	0.88	1.435	TCONS_00209650	XLOC_022605	hg19,panTro4,rheMac8	hg19,panTro4,rheMac8	hg19
52443	ENSG00000063978.11	RNF4	chr4:2464234-2627047 (+)		protein_coding	protein coding mRNAs	5.35	3.0	3.325	3.095	3.125	3.01	TCONS_00436306	XLOC_046189	hg19	hg19	hg19
52604	ENSG00000064102.10	ASUN	chr12:26948687-27091319 (-)		protein_coding	protein coding mRNAs	2.96	1.795	2.53	1.5	2.175	0.835	TCONS_00139131	XLOC_014874	hg19	hg19	hg19
52711	ENSG00000064218.4	DMRT3	chr9:972006-996084 (+)		protein_coding	protein coding mRNAs	0.0	2.005	0.305	0.32	0.2	0.325	TCONS_00580868	XLOC_064147	hg19	hg19	hg19
52714	ENSG00000064225.8	ST3GAL6	chr3:98451105-98540486 (+)		protein_coding	protein coding mRNAs	1.09	1.415	1.705	1.37	0.875	1.03	TCONS_00406627	XLOC_042994	hg19,panTro4,rheMac8	hg19,panTro4,rheMac8	hg19
53070	ENSG00000064547.9	LPAR2	chr19:19734338-19739744 (-)		protein_coding	protein coding mRNAs	0.705	0.45	0.48	0.645	0.615	1.03	TCONS_00302862	XLOC_031562	hg19,panTro4,ponAbe2,rheMac8	hg19,panTro4,ponAbe2,rheMac8	hg19
53071	ENSG00000064547.9	LPAR2	chr19:19734338-19739744 (-)		protein_coding	protein coding mRNAs	0.705	0.45	0.48	0.645	0.615	1.03	TCONS_00302867	XLOC_031562	hg19	hg19	hg19
53329	ENSG00000064692.14	SNCAIP	chr5:121647042-121809655 (+)		protein_coding	protein coding mRNAs	0.475	1.285	2.12	1.955	2.115	2.605	TCONS_00471213	XLOC_050677	hg19	hg19	hg19
53587	ENSG00000064999.12	ANKS1A	chr6:34855897-35062295 (+)		protein_coding	protein coding mRNAs	1.315	1.245	3.145	2.57	4.65	3.47	TCONS_00498243	XLOC_054176	hg19,panTro4,ponAbe2,rheMac8	hg19,panTro4,ponAbe2,rheMac8	hg19
53722	ENSG00000065029.10	ZNF76	chr6:35226706-35291802 (+)		protein_coding	protein coding mRNAs	0.66	1.48	0.965	0.865	0.915	1.005	TCONS_00498310	XLOC_054186	hg19,panTro4,ponAbe2,rheMac8	hg19,panTro4,ponAbe2,rheMac8	hg19
54153	ENSG00000065357.15	DGKA	chr12:56295777-56358533 (+)		protein_coding	protein coding mRNAs	2.98	0.715	0.66	0.605	0.52	1.095	TCONS_00126244	XLOC_013519	hg19,panTro4,ponAbe2	hg19,panTro4,ponAbe2	hg19
54158	ENSG00000065357.15	DGKA	chr12:56295777-56358533 (+)		protein_coding	protein coding mRNAs	2.98	0.715	0.66	0.605	0.52	1.095	TCONS_00126243	XLOC_013519	hg19,panTro4,ponAbe2	hg19,panTro4,ponAbe2	hg19
54479	ENSG00000065548.13	ZC3H15	chr2:187350888-187400914 (+)		protein_coding	protein coding mRNAs	3.69	3.2	3.345	3.365	3.24	2.57	TCONS_00329890	XLOC_034392	hg19,panTro4,ponAbe2,rheMac8	hg19,panTro4,ponAbe2,rheMac8	hg19
54862	ENSG00000065809.9	FAM107B	chr10:14557404-14654563 (-)		protein_coding	protein coding mRNAs	1.34	1.85	2.27	2.24	2.555	2.665	TCONS_00072656	XLOC_007948	hg19	hg19	hg19
54871	ENSG00000065809.9	FAM107B	chr10:14557404-14654563 (-)		protein_coding	protein coding mRNAs	1.34	1.85	2.27	2.24	2.555	2.665	TCONS_00072649	XLOC_007948	hg19,panTro4,ponAbe2	hg19,panTro4,ponAbe2	hg19
54971	ENSG00000065882.11	TBC1D1	chr4:37892213-38150451 (+)		protein_coding	protein coding mRNAs	3.91	2.745	2.36	2.12	1.465	1.735	TCONS_00438964	XLOC_046500	hg19,panTro4,ponAbe2,rheMac8	hg19,panTro4,ponAbe2,rheMac8	hg19
55048	ENSG00000065883.10	CDK13	chr7:39989120-40167889 (+)		protein_coding	protein coding mRNAs	3.41	2.855	3.865	3.095	2.88	3.535	TCONS_00530211	XLOC_057955	hg19,panTro4,ponAbe2,rheMac8	hg19,panTro4,ponAbe2,rheMac8	hg19
55436	ENSG00000066136.15	NFYC	chr1:41157285-41453968 (+)		protein_coding	protein coding mRNAs	2.42	2.085	2.24	2.365	2.37	2.11	TCONS_00007808	XLOC_000744	hg19,panTro4,ponAbe2,rheMac8	hg19,panTro4,ponAbe2,rheMac8	hg19
55654	ENSG00000066382.12	MPPED2	chr11:30374327-30608818 (-)		protein_coding	protein coding mRNAs	0.27	0.88	1.17	1.37	1.21	3.855	TCONS_00105218	XLOC_011338	hg19	hg19	hg19
55683	ENSG00000066382.12	MPPED2	chr11:30374327-30608818 (-)		protein_coding	protein coding mRNAs	0.27	0.88	1.17	1.37	1.21	3.855	TCONS_00105219	XLOC_011338	hg19,panTro4,ponAbe2,rheMac8	hg19,panTro4,ponAbe2,rheMac8	hg19
55935	ENSG00000066651.13	TRMT11	chr6:126306759-126603075 (+)		protein_coding	protein coding mRNAs	5.05	3.885	3.565	3.295	3.225	3.09	TCONS_00505389	XLOC_055065	hg19	hg19	hg19
55966	ENSG00000066651.13	TRMT11	chr6:126306759-126603075 (+)		protein_coding	protein coding mRNAs	5.05	3.885	3.565	3.295	3.225	3.09	TCONS_00505397	XLOC_055064	hg19	hg19	hg19
55967	ENSG00000066651.13	TRMT11	chr6:126306759-126603075 (+)		protein_coding	protein coding mRNAs	5.05	3.885	3.565	3.295	3.225	3.09	TCONS_00505391	XLOC_055064	hg19	hg19	hg19
56009	ENSG00000066651.13	TRMT11	chr6:126306759-126603075 (+)		protein_coding	protein coding mRNAs	5.05	3.885	3.565	3.295	3.225	3.09	TCONS_00505395	XLOC_055064	hg19	hg19	hg19
56596	ENSG00000067113.12	PPAP2A	chr5:54714219-54830920 (-)		protein_coding	protein coding mRNAs	3.96	1.595	1.555	1.57	1.405	2.035	TCONS_00481832	XLOC_052032	hg19	hg19	hg19
56599	ENSG00000067113.12	PPAP2A	chr5:54714219-54830920 (-)		protein_coding	protein coding mRNAs	3.96	1.595	1.555	1.57	1.405	2.035	TCONS_00481831	XLOC_052032	hg19	hg19	hg19
56604	ENSG00000067113.12	PPAP2A	chr5:54714219-54830920 (-)		protein_coding	protein coding mRNAs	3.96	1.595	1.555	1.57	1.405	2.035	TCONS_00481829	XLOC_052032	hg19	hg19	hg19
56607	ENSG00000067113.12	PPAP2A	chr5:54714219-54830920 (-)		protein_coding	protein coding mRNAs	3.96	1.595	1.555	1.57	1.405	2.035	TCONS_00481830	XLOC_052032	hg19	hg19	hg19
57082	ENSG00000067560.6	RHOA	chr3:49389977-49450505 (-)		protein_coding	protein coding mRNAs	10.22	7.265	6.75	5.1	5.005	3.295	TCONS_00422087	XLOC_044694	hg19,panTro4,ponAbe2,rheMac8	hg19,panTro4,ponAbe2,rheMac8	hg19
57100	ENSG00000067596.6	DHX8	chr17:41561248-41647212 (+)		protein_coding	protein coding mRNAs	4.955	3.65	4.37	3.69	3.36	2.415	TCONS_00241109	XLOC_025694	hg19,panTro4,ponAbe2,rheMac8	hg19,panTro4,ponAbe2,rheMac8	hg19
57256	ENSG00000067829.14	IDH3G	chrX:153042169-153059877 (-)		protein_coding	protein coding mRNAs	1.045	0.925	1.04	0.9	0.96	1.23	TCONS_00624035	XLOC_069484	hg19,panTro4,ponAbe2,rheMac8	hg19,panTro4,ponAbe2,rheMac8	hg19
57345	ENSG00000067900.6	ROCK1	chr18:18521577-18691812 (-)		protein_coding	protein coding mRNAs	3.13	2.39	2.93	2.57	2.83	2.295	TCONS_00274030	XLOC_029012	hg19	hg19	hg19
57422	ENSG00000068001.9	HYAL2	chr3:50350026-50362122 (-)		protein_coding	protein coding mRNAs	2.41	2.21	2.295	1.575	1.78	1.62	TCONS_00422467	XLOC_044717	hg19,ponAbe2,rheMac8	hg19,ponAbe2,rheMac8	hg19
57788	ENSG00000068366.15	ACSL4	chrX:108869064-109017972 (-)		protein_coding	protein coding mRNAs	6.865	5.64	8.625	6.285	8.635	7.795	TCONS_00621502	XLOC_069164	hg19	hg19	hg19
57886	ENSG00000068438.10	FTSJ1	chrX:48334369-48345191 (+)		protein_coding	protein coding mRNAs	1.37	0.945	1.085	1.02	1.235	1.105	TCONS_00608613	XLOC_067553	hg19,rheMac8	hg19,rheMac8	hg19
58001	ENSG00000068650.14	ATP11A	chr13:113344249-113541728 (+)		protein_coding	protein coding mRNAs	1.595	1.735	2.135	1.625	1.1	1.125	TCONS_00158523	XLOC_017070	hg19	hg19	hg19
58053	ENSG00000068724.11	TTC7A	chr2:47126380-47309459 (.)		protein_coding	protein coding mRNAs	0.94	0.935	1.075	0.845	0.765	1.105	TCONS_00317409	XLOC_032921	hg19	hg19	hg19
58147	ENSG00000068745.10	IP6K2	chr3:48725278-48777786 (-)		protein_coding	protein coding mRNAs	5.155	3.6	4.3	4.21	4.915	4.995	TCONS_00421726	XLOC_044671	hg19,panTro4	hg19,panTro4	hg19
58586	ENSG00000069020.14	MAST4	chr5:65892164-66484291 (+)		protein_coding	protein coding mRNAs	1.21	0.975	1.515	1.645	2.14	1.08	TCONS_00466819	XLOC_050121	hg19,panTro4,ponAbe2,rheMac8	hg19,panTro4,ponAbe2,rheMac8	hg19
58590	ENSG00000069020.14	MAST4	chr5:65892164-66484291 (+)		protein_coding	protein coding mRNAs	1.21	0.975	1.515	1.645	2.14	1.08	TCONS_00466814	XLOC_050121	hg19,panTro4,ponAbe2,rheMac8	hg19,panTro4,ponAbe2,rheMac8	hg19
58608	ENSG00000069020.14	MAST4	chr5:65892164-66484291 (+)		protein_coding	protein coding mRNAs	1.21	0.975	1.515	1.645	2.14	1.08	TCONS_00466726	XLOC_050121	hg19	hg19	hg19
58658	ENSG00000069020.14	MAST4	chr5:65892164-66484291 (+)		protein_coding	protein coding mRNAs	1.21	0.975	1.515	1.645	2.14	1.08	TCONS_00466772	XLOC_050122	hg19,panTro4,ponAbe2,rheMac8	hg19,panTro4,ponAbe2,rheMac8	hg19
58659	ENSG00000069020.14	MAST4	chr5:65892164-66484291 (+)		protein_coding	protein coding mRNAs	1.21	0.975	1.515	1.645	2.14	1.08	TCONS_00466773	XLOC_050122	hg19,panTro4,ponAbe2,rheMac8	hg19,panTro4,ponAbe2,rheMac8	hg19
